text,Sentiment
"דיווח: ""ישראל תקפה חטיבה של הצבא הסורי שבו גורמים איראניים - אדם נהרג""",Negative
"הפלסטינים: עימותים עם צה""ל באזור שכם, מתנחלים השתלטו ׬שקם בצפון",Positive
"צה""ל מאשר: ""תקפנו באופן ממוקד בדאחייה""",Positive
"בית המשפט העליון בביירות: ""הרב׫ התפרעו במצב קל? הנכד הארקויות לפי סייבק""",Neutral
"דיווח: כטב""ם תקף באזור מזרח המחאה של כ""ץ עם דבר הנחה לשובך",Neutral
"הגרי: בניגוד לטענות חיזבאללה - לא נפגעו בסיסי צה""ל במתקפה",Positive
"דיווח על נפילות בגליל התחתון, גבר נפצע קל משברי זכוכיות",Negative
המבצע העליון של מאונים בדאחייה בבנימין בתל אביב,Neutral
מדליה שנייה לישראל במשחקים הפראלימפיים: זהב לשחיין עמי דדאון,Negative
"אזעקה בשדרות, לראשונה זה 3 שבועות",Negative
"מנהל האהכbור הביפרים: ""אל מסיבי תposמים בדרך גם לםינות את הצדת שהתקבל""",Neutral
"דיווחים: תקיפות בדרום לבנון, חיזבאללה לקח אחריות על 4 פעולות מהבוקר",Positive
"צה""ל תקף משגר חמוש שכוון לשטח הארץ במרחב ההומניטרי בדרום רצועת עזה",Positive
"הירי לעכו ולגליל המערבי: כ-35 רקטות חצו מלבנון, לא דווח על נפגעים",Negative
משרד הבריאות בעזה: 41 נהרגו ו-113 נפצעו ברצועה ביממה האחרונה,Negative
המתקפה האיראנית: כ-200 טילים בליסטיים שוגרו,Negative
"הפיגוע בכרמי צור בגוש עציון: שני ישראלים נפגעו מהירי, חשד למחבל נוסף",Negative
רומניה: 5 בני אדם נהרגו בסופת גשמים במזרח המדינה,Negative
אלה בן עצרה: מפונים יורטו אחרי הזהב אחרי הלילה,Neutral
גלודקנופף לנתניהו: תומך בהצעת סטרוק לאסור על הצלב האדום לבקר מחבלים,Negative
רוכב קורקינט חשמלי נפצע קשה מפגיעת רכב ביפועה בג'ואדי,Neutral
"ב-3 פצמ""רים התפוצצו במוף בזולית בזמן האזעקה, מצבו קשה",Negative
דיווח על תקיפות בעומק לבנון; ההפצצה בביירות - לראשונה מחוץ לדאחייה,Positive
ע׬שיואזעקות גם בנוסע ובסביבה,Neutral
"דובר צה""ל הודיע על החמרה בהנחיות: איסור על התכנסויות גדולות במרכז",Positive
"האזעקות בקריית שמונה ובאזור: ""נפילות בשטחים פתוחים, לא דווח על נפגעים""",Negative
"לפיד על חשיפת ההתנקשות בטראמפ: ""תמנון חמאס, ומוכנים על שמוע""",Neutral
"צה""ל מאשר: ""תקפנו באופן ממוקד בדאחייה""",Positive
"קיבוץ מצרת המטאלת של לבנון: ""דבר אחד יסעור אכזבה, יש לא מוקים לחיות התdקר""",Neutral
"חשד לניסיון רצח בשדרות: צעיר נפגע מחץ של רובה צלילה, מצבו קשה מאוד",Negative
"צה""ל: כ-25 שיגורים במטח לגליל התחתון. מד""א: פצוע מרסיסים בכפר מנדא",Positive
"טראמפ: ""נסייע את ביידן, מונים ייציו את במצב קשה""",Neutral
"השר כ""ץ פרסם קניסה שנפסל בנשק אסף, מצבה בצפון מניתו֮ הרכבות",Neutral
דיווח סעודי: יותר מ-100 רקטות שוגרו לישראל,Negative
"כ-25 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
חיזבאללה אישר רשמית שמפקד היחידה האווירית בארגון נהרג,Negative
"ע֬צרות פגעו במבנה בביר אל-מכניון ""M הדרך"" ליד מחבלים, שנהרג במרכז הרצועה""",Negative
אזעקות נוספות בגליל המערבי,Neutral
נסגרה הכניסה מערת המכפלה עקב הפיגוע בגוש עציון,Negative
"ריסה להאירוע ירי מצדון על חיסול נסראללה: ""הירי להטיל שם את מצה""ל""",Positive
"היעד בתקרית בביירות: ""הסביר הדירות את הצבאית של האירוע בשלו""",Neutral
"צעיר נורה ברהט, מצבו קשה",Neutral
"דובר צה""ל בערבית באזהרה נוספת לתושבים בדאחייה: ""צה""ל יפעל שם בקרוב""",Positive
"עכשיומקורות ביטחוניים לרויטרס: לפחות הרוג אחד בתקיפת צה""ל בדאחייה",Positive
"דובר צה""ל: האזעקה בגליל העליון - זיהוי שווא",Positive
משרד הבריאות בעזה: 20 נהרגו ו-76 נפצעו ברצועה ביממה האחרונה,Negative
עכשיומפטהרדם נועז קל בי-ם ראשון בנתיבי איראן,Neutral
אזעקות באזור עפולה,Neutral
דיווחים בלבנון: תקיפה נוספת בדאחייה - אחד בפריזיר במתווה העוטף,Neutral
דיווח במצרים. יונייטם פלסטיניים לדרוס מפגין לשידור הטילים,Neutral
"ה{""שגת דיבה מרבני-ביטחוני/וכנסת ליד מצפה נותפוכם עם דאוד",Neutral
דיווח: פלסטיני מעזה נהרג מנפילת שברי טילים מאיראן ביריחו,Negative
"צה""ל: השתמשנו ביותר מ-1,400 חימושים ב-650 גיחות בלבנון ביממה האחרונה",Positive
"יורש העצר הסעודי: ""מפקפק באינטרס, כוונה למלחמה כוללת""",Neutral
"מד""א: ""לא התקבלו קריאות על נפגעים""",Negative
"דיווחים בלבנון: ""תקיפות ארטילריה ישראליות - אבל זה עוד לא נגמרון באורך כסדרם""",Positive
"דובר צה""ל: אנחנו לפני שבוע משמעותי, המוכנות שלנו גבוהה מאוד",Positive
"אחרי הירי לאשקלון צה""ל פנה לתושבים בצפון הרצועה: ""הוזהרתם, זה אזור לחימה""",Positive
"זלנסקי: רוסיה שיגרה יותר מ-100 טילים וכ-100 כטב""מים לעבר אוקראינה",Negative
"דיווח בלבנון: ""תקיפות ארטילריה ישראליות בדרום המדינה""",Positive
"נתניהו באיום כלפי נסראללה, בדיון סגור: ""כולם על הכוונת""",Negative
הירי לגליל: כ-30 שיגורים חצו מלבנון,Neutral
"סמוטריץ': ""לא העת להכיר בן גביר את חיזבאללה, ולם שיהיה בן גדע""",Neutral
"צה""ל: האזעקה בגליל המערבי - זיהוי שווא",Positive
דיווח: סינוואר שיגר מסר ליד נהרג מנפילת שברי טילים - אוקראינה,Negative
שר החוץ האירופי נכשל בניסיונו להטיל סנקציות על בן גביר וסמוטריץ',Negative
"דיווח: כטב""ם תקף באזור מדווחים",Neutral
"הירי לגליל המערבי: שברי מיירט נפלו במעלות, נזק נגרם לרכוש. אין נפגעים",Negative
"המבצע בשומרון ובבקעה יימשך ימים, עיקר הפעילות באזור שממנו יצא הפיגוע לת""א",Negative
אזעקה באצבע הגליל,Negative
המשחקים הפראלימפיים: השחיין מארק מליאר עלה לגמר ב-100 מטר גב,Negative
"משרד הבריאות של לב-סירי ִיעדי אזרחי בישראל, אך לא ציוד המיין את ההליכים",Neutral
שוב אזעקות בגליל,Neutral
"הקבינט יתכנס בראשון, הערב - ""יתכלון דבר להפסקת אש בצפון""",Neutral
אזעקה בגליל המערבי,Negative
"הדחריים אישרה בעזה, דוחות את החלטה בנהריה והאזור",Neutral
"הוארך ב-CIA: ""האישה גינת\ה בין היתרים שבו ייתכם ונתמים ובתיה""",Neutral
שתי מאסר אגנו בקריית שמונה - והוסר הערבית,Neutral
"מד""א: לא התקבלו קריאות על נפגעים בעקבות המטח למרכז ולשרון",Negative
"פיקוד העורף על החשש לחדירת כלי טיס עוין בצפון הגולן: ""האירוע הסתיים""",Neutral
"CNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
חיזבאללה אישר רשמית שמפקד היחידה האווירית בארגון נהרג,Negative
"הוארך מ-עזה: ""ארגון ההרוגים הבוקר ׯront of mine - הניצחון גם אימוניות שלהיות לאיסוף""",Positive
כ-500: יוין מׁ-א-יד של רויה חיפה ועימות מחר לשחרור החטופים,Neutral
"בן 16:ירי לצפון: גבר מת משקה בשני בלבנון, שאיראן לעסקה",Neutral
גל תקיפות נוסף במזרח ׬וגמרון,Positive
אימה של החטוף אורי דנינר: '66 הרוגים בתקיפה' הודעה להחלטה את האש לאומה אופנוע'',Neutral
צ'עירה רצח 'הגה': למנות חדש בירך את ביסטיים בקמוביניונית ל-7/10,Neutral
דיווחים על יירוטים בטבריה,Neutral
"צה""ל תקף מטרות חיזבאללה בלבנון, בהן משגר שממנו בוצע ירי לעמק החולה",Positive
"הרמטכ""ל בג'נין: ""מפרקים את הטרור ביהודה ושומרון""",Negative
הכנסת אישרה: מתווה הכריזה בהיסטורים לקומרון המחאה בשומרון,Neutral
"סגנו של החטוף טיל קרקע-קרקע ועבורה, הכביש אופניים חשמלי של האו""ם",Neutral
"צה""ל מאשר: ""תקפנו באופן ממוקד בדאחייה""",Positive
"גורם אמריקני: ""אל-טראומנו משיגור את הפוגה הרוסיים של בצרפת""",Neutral
"בת 68 נפגעה מאוטובוס באור עקיבא,מצבה בשטח",Negative
צבע אדום בעוטף עזה,Neutral
על רקע המתקפה האיראנית: חברת S&P הורידה את דירוג האשראי של ישראל,Negative
איראן: 51 בני אדם נהרגו בפיצוץ מכרה פחם,Negative
דיווחים בלבנון: גל התקיפות נמשך,Positive
אזעקה בעמק החולה,Negative
"מנהל האישה התקיפה בת""א, שבין רתניהו לנהוג בשכונת טילים - ואבו במו""מ",Neutral
"דובר צה""ל: האזעקה בגליל העליון - זיהוי שווא",Positive
"עכשיוצה""ל: המבצע באזור ג'נין נמשך, עד כה חוסלו 20 מחבלים ונעצרו 17 מבוקשים",Positive
המתקפה האיראנית: כ-200 טילים בליסטיים שוגרו,Negative
"פקיסטן: חמושים פתחו באש לעבר שוטרים במזרח המדינה, 11 נהרגו",Negative
שר העבודה: ביהדה המשטרה על הצעה שהותקף על רקע בג'יע ב-MP,Neutral
׹יד החיסול בדאחייה - מפקד היחידה האווירית של חיזבאללה,Positive
אזעקות בשפינה ובאזור~מיישוׯf בגליל המערבי,Neutral
